"","Mean_trend","Std.dev_trend","Skewness_trend","Kurtosis_trend"
"1",3.19881690059289,0.455900625569045,-0.00522103704365429,0.0590133438380832
"2",3.77393300810276,2.39723794129431,-0.015545459097976,0.17697999565511
"3",11.9454376278788,-0.369764725937496,-0.0179997905347724,0.000145334223976486
"4",1.64383251620552,2.14157021481946,-0.21420961434428,2.19451319294232
"5",-9.72588058142855,0.985365870068122,0.000762204865761286,0.16006937145426
"6",24.4320555381818,3.18705357263626,-0.0655858505145702,-0.286259197104551
"7",-53.8155360800002,18.1416805629992,-0.106322103201516,-0.255012654952912
"8",-6.04020762060604,9.97156880276887,0.1522147465675,-1.43988591176831
"9",21.4176096891176,5.60987014135771,-0.0667932499981953,-0.165183991831746
"10",1.43907140060729,0.0368441876141825,-0.0285359243343305,0.252569828288085
